filename,keyword,full_caption,source_title,source_desc,categories,image_url,
hrG3Irb0Hqk.jpg,Mezzanine,An interior architectural photo of Mezzanine. Brown house. Photographer description: Abandoned.,Abandoned,brown house,,https://images.unsplash.com/photo-1562797328-5088bbe50af6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwyOHx8TWV6emFuaW5lJTIwaW50ZXJpb3J8ZW58MHwwfHx8MTc2Mzc2NTMxN3ww&ixlib=rb-4.1.0&q=80&w=1080,Stephen Asay
Xi2pPO88E8o.jpg,Mezzanine,An interior architectural photo of Mezzanine. A large room with a red carpet and wooden walls.,,a large room with a red carpet and wooden walls,,https://images.unsplash.com/photo-1687676627077-bb5472fa726f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwzMHx8TWV6emFuaW5lJTIwaW50ZXJpb3J8ZW58MHwwfHx8MTc2Mzc2NTMxN3ww&ixlib=rb-4.1.0&q=80&w=1080,muhammad arief
llkeNzAsL6E.jpg,Mezzanine,An interior architectural photo of Mezzanine. A room that has a piano in it. Photographer description: The Small white dinning room in the Catherine Palace.,The Small white dinning room in the Catherine Palace,a room that has a piano in it,,https://images.unsplash.com/photo-1699084260268-e7422f82fc7d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwzMXx8TWV6emFuaW5lJTIwaW50ZXJpb3J8ZW58MHwwfHx8MTc2Mzc2NTMzMHww&ixlib=rb-4.1.0&q=80&w=1080,Anastasiya Romanova
8GSyIfC3-wo.jpg,Mezzanine,An interior architectural photo of Mezzanine. A balcony with a statue on it. Photographer description: The windows of the José Gigante restored Teatro do Bolhão..,The windows of the José Gigante restored Teatro do Bolhão.,a balcony with a statue on it,,https://images.unsplash.com/photo-1657811260724-ed40b8d146bb?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwzM3x8TWV6emFuaW5lJTIwaW50ZXJpb3J8ZW58MHwwfHx8MTc2Mzc2NTMzMHww&ixlib=rb-4.1.0&q=80&w=1080,Rui Alves
syEYCXVT6Z8.jpg,Mezzanine,An interior architectural photo of Mezzanine. Clear glass chandelier.,,clear glass chandelier,,https://images.unsplash.com/photo-1545989828-ada9dc7c9337?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwzNHx8TWV6emFuaW5lJTIwaW50ZXJpb3J8ZW58MHwwfHx8MTc2Mzc2NTMzMHww&ixlib=rb-4.1.0&q=80&w=1080,Alina Grubnyak
KcT8iPHl6Gg.jpg,Mezzanine,An interior architectural photo of Mezzanine. Brown wooden framed windows.,,brown wooden framed windows,,https://images.unsplash.com/photo-1574947675093-033ceddc6b18?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwzNXx8TWV6emFuaW5lJTIwaW50ZXJpb3J8ZW58MHwwfHx8MTc2Mzc2NTMzMHww&ixlib=rb-4.1.0&q=80&w=1080,Yunus Emrah Yıldız
loN1mxviVUE.jpg,Mezzanine,"An interior architectural photo of Mezzanine. Brown wooden bench on brown wooden floor. Photographer description: Interior room at Little Morton Hall, historic house.","Interior room at Little Morton Hall, historic house",brown wooden bench on brown wooden floor,,https://images.unsplash.com/photo-1606478158632-d1438b1fdbae?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwzNnx8TWV6emFuaW5lJTIwaW50ZXJpb3J8ZW58MHwwfHx8MTc2Mzc2NTMzMHww&ixlib=rb-4.1.0&q=80&w=1080,JR Harris
BxuTGh4ea7k.jpg,Mezzanine,An interior architectural photo of Mezzanine. Ornate golden ceiling with chandelier and paintings.,,Ornate golden ceiling with chandelier and paintings,,https://images.unsplash.com/photo-1761116184655-4f87eb9585c7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwzOHx8TWV6emFuaW5lJTIwaW50ZXJpb3J8ZW58MHwwfHx8MTc2Mzc2NTMzMHww&ixlib=rb-4.1.0&q=80&w=1080,SOHAM BANERJEE
wlJ6YkCKA24.jpg,Mezzanine,"An interior architectural photo of Mezzanine. A painting of a room with a lot of curtains. Photographer description: Artist Pierre Antoine Mongin Title L'Hiver (Winter) Place France (Object made in) Date Made 1801–1825 Medium Silk, warp-float faced satin weave; embroidered with silk and chenille yarns in chain and satin stitches; couching; surface pigment added to embroidered stitches https://www.artic.edu/artworks/2742/l-hiver-winter.","Artist Pierre Antoine Mongin Title L'Hiver (Winter) Place France (Object made in) Date Made 1801–1825 Medium Silk, warp-float faced satin weave; embroidered with silk and chenille yarns in chain and satin stitches; couching; surface pigment added to embroidered stitches https://www.artic.edu/artworks/2742/l-hiver-winter",A painting of a room with a lot of curtains,,https://images.unsplash.com/photo-1720981483766-ab57a9124847?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHw0MXx8TWV6emFuaW5lJTIwaW50ZXJpb3J8ZW58MHwwfHx8MTc2Mzc2NTMzMHww&ixlib=rb-4.1.0&q=80&w=1080,Art Institute of Chicago
FVPLp6EDXAM.jpg,Mezzanine,"An interior architectural photo of Mezzanine. Brown and white concrete building. Photographer description: Hospital de Santiago, Úbeda Jaén España.","Hospital de Santiago, Úbeda Jaén España",brown and white concrete building,,https://images.unsplash.com/photo-1624962954363-ef4fa7622a2f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHw0Mnx8TWV6emFuaW5lJTIwaW50ZXJpb3J8ZW58MHwwfHx8MTc2Mzc2NTMzMHww&ixlib=rb-4.1.0&q=80&w=1080,Jorge Fernández Salas
GrnIp94j5Ok.jpg,Mezzanine,An interior architectural photo of Mezzanine. A room with a red carpet and wooden shelves.,,a room with a red carpet and wooden shelves,,https://images.unsplash.com/photo-1687676627083-e7df45578c8a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHw0M3x8TWV6emFuaW5lJTIwaW50ZXJpb3J8ZW58MHwwfHx8MTc2Mzc2NTMzMHww&ixlib=rb-4.1.0&q=80&w=1080,muhammad arief
LpBFnmP0A_s.jpg,Mezzanine,An interior architectural photo of Mezzanine. Indoor white concrete building with chandelier turned on.,,indoor white concrete building with chandelier turned on,,https://images.unsplash.com/photo-1549964336-96c968e00d5b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHw0NHx8TWV6emFuaW5lJTIwaW50ZXJpb3J8ZW58MHwwfHx8MTc2Mzc2NTMzMHww&ixlib=rb-4.1.0&q=80&w=1080,Ula Kuźma
CbYMyNXEdgE.jpg,Mezzanine,An interior architectural photo of Mezzanine. A dimly lit room with chairs and tables.,,a dimly lit room with chairs and tables,,https://images.unsplash.com/photo-1641803188474-f6e23844b98f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHw0Nnx8TWV6emFuaW5lJTIwaW50ZXJpb3J8ZW58MHwwfHx8MTc2Mzc2NTMzMHww&ixlib=rb-4.1.0&q=80&w=1080,Shruti Singh
8pvR5Sw4-4k.jpg,Clerestory Windows,An interior architectural photo of Clerestory Windows. A window with a book shelf in front of it.,,a window with a book shelf in front of it,,https://images.unsplash.com/photo-1634762161302-42945fc7e1d2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwxfHxDbGVyZXN0b3J5JTIwV2luZG93cyUyMGludGVyaW9yfGVufDB8MHx8fDE3NjM3NjUzMzZ8MA&ixlib=rb-4.1.0&q=80&w=1080,Megan Destro
bXkcFlrvVZ4.jpg,Clerestory Windows,An interior architectural photo of Clerestory Windows. Two arched windows grace a brick building..,,Two arched windows grace a brick building.,,https://images.unsplash.com/photo-1746116075727-f06d5e6720e4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwyfHxDbGVyZXN0b3J5JTIwV2luZG93cyUyMGludGVyaW9yfGVufDB8MHx8fDE3NjM3NjUzMzZ8MA&ixlib=rb-4.1.0&q=80&w=1080,Vlad
zcPmnJUWwPI.jpg,Clerestory Windows,An interior architectural photo of Clerestory Windows. Window with arched top on a brick building.. Photographer description: خانه اردیبهشت.,خانه اردیبهشت,Window with arched top on a brick building.,,https://images.unsplash.com/photo-1749456495903-c41c2a9166d2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHw0fHxDbGVyZXN0b3J5JTIwV2luZG93cyUyMGludGVyaW9yfGVufDB8MHx8fDE3NjM3NjUzMzZ8MA&ixlib=rb-4.1.0&q=80&w=1080,habib
Txu8s26Qv_0.jpg,Clerestory Windows,An interior architectural photo of Clerestory Windows. A window with a bench in front of it.,,a window with a bench in front of it,,https://images.unsplash.com/photo-1642428668372-cebd5c8a7403?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHw2fHxDbGVyZXN0b3J5JTIwV2luZG93cyUyMGludGVyaW9yfGVufDB8MHx8fDE3NjM3NjUzMzZ8MA&ixlib=rb-4.1.0&q=80&w=1080,Anna Mould
gPRhRb1Qb4g.jpg,Clerestory Windows,An interior architectural photo of Clerestory Windows. Gray wooden window on gray concrete wall.,,gray wooden window on gray concrete wall,,https://images.unsplash.com/photo-1623719191324-42ba3e58727c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHw3fHxDbGVyZXN0b3J5JTIwV2luZG93cyUyMGludGVyaW9yfGVufDB8MHx8fDE3NjM3NjUzMzZ8MA&ixlib=rb-4.1.0&q=80&w=1080,Umanoide
Azwev1zbZ2Y.jpg,Clerestory Windows,An interior architectural photo of Clerestory Windows. A window in a stone building with trees growing out of it. Photographer description: Castle windows.,Castle windows,a window in a stone building with trees growing out of it,,https://images.unsplash.com/photo-1682879694981-393cc33ffa27?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHw4fHxDbGVyZXN0b3J5JTIwV2luZG93cyUyMGludGVyaW9yfGVufDB8MHx8fDE3NjM3NjUzMzZ8MA&ixlib=rb-4.1.0&q=80&w=1080,Artur Alexander Holmski
04w6QVb_P-s.jpg,Clerestory Windows,An interior architectural photo of Clerestory Windows. A red brick building with three windows and an umbrella.,,a red brick building with three windows and an umbrella,,https://images.unsplash.com/photo-1714460272163-3aab6e417cde?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHw5fHxDbGVyZXN0b3J5JTIwV2luZG93cyUyMGludGVyaW9yfGVufDB8MHx8fDE3NjM3NjUzMzZ8MA&ixlib=rb-4.1.0&q=80&w=1080,Ann Ann
v9sKLTD-2Yg.jpg,Clerestory Windows,An interior architectural photo of Clerestory Windows. Brown wooden framed glass window.,,brown wooden framed glass window,,https://images.unsplash.com/photo-1561072034-99ce035e1137?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwxMXx8Q2xlcmVzdG9yeSUyMFdpbmRvd3MlMjBpbnRlcmlvcnxlbnwwfDB8fHwxNzYzNzY1MzM2fDA&ixlib=rb-4.1.0&q=80&w=1080,rotekirsche20
sPCi7_RmO_A.jpg,Clerestory Windows,An interior architectural photo of Clerestory Windows. A brick wall with a window and a cat sitting in the window.,,a brick wall with a window and a cat sitting in the window,,https://images.unsplash.com/photo-1679179601365-5683f33eda3c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwxMnx8Q2xlcmVzdG9yeSUyMFdpbmRvd3MlMjBpbnRlcmlvcnxlbnwwfDB8fHwxNzYzNzY1MzM2fDA&ixlib=rb-4.1.0&q=80&w=1080,Rodion Kutsaiev
vY8gPOeMBUo.jpg,Clerestory Windows,An interior architectural photo of Clerestory Windows. A stained glass window in a stone building.,,a stained glass window in a stone building,,https://images.unsplash.com/photo-1715550474065-be06b610553e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwxM3x8Q2xlcmVzdG9yeSUyMFdpbmRvd3MlMjBpbnRlcmlvcnxlbnwwfDB8fHwxNzYzNzY1MzM2fDA&ixlib=rb-4.1.0&q=80&w=1080,Kenny Kartman
F1L8D6UiaGU.jpg,Clerestory Windows,An interior architectural photo of Clerestory Windows. A building with a large window and a clock on it.,,a building with a large window and a clock on it,,https://images.unsplash.com/photo-1635274423827-d52e85a95969?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwxNHx8Q2xlcmVzdG9yeSUyMFdpbmRvd3MlMjBpbnRlcmlvcnxlbnwwfDB8fHwxNzYzNzY1MzM2fDA&ixlib=rb-4.1.0&q=80&w=1080,Aleksei Shabalin
NjSf4_pumQo.jpg,Clerestory Windows,An interior architectural photo of Clerestory Windows. A black and white photo of a window.,,a black and white photo of a window,,https://images.unsplash.com/photo-1675522007415-cfc65872778c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwxNXx8Q2xlcmVzdG9yeSUyMFdpbmRvd3MlMjBpbnRlcmlvcnxlbnwwfDB8fHwxNzYzNzY1MzM2fDA&ixlib=rb-4.1.0&q=80&w=1080,Lucas de Moura
6O9xi4Z7IY4.jpg,Clerestory Windows,An interior architectural photo of Clerestory Windows. A broken window in a building.,,a broken window in a building,,https://images.unsplash.com/photo-1652430627172-a7a722a1c070?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwxNnx8Q2xlcmVzdG9yeSUyMFdpbmRvd3MlMjBpbnRlcmlvcnxlbnwwfDB8fHwxNzYzNzY1MzM2fDA&ixlib=rb-4.1.0&q=80&w=1080,Turgay Öztürk
j7Jbe8bGln4.jpg,Clerestory Windows,An interior architectural photo of Clerestory Windows. Brown wooden framed glass door.,,brown wooden framed glass door,,https://images.unsplash.com/photo-1617286647347-a26293fb87f0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwxN3x8Q2xlcmVzdG9yeSUyMFdpbmRvd3MlMjBpbnRlcmlvcnxlbnwwfDB8fHwxNzYzNzY1MzM2fDA&ixlib=rb-4.1.0&q=80&w=1080,wu yi
OtX2OCucIuU.jpg,Clerestory Windows,An interior architectural photo of Clerestory Windows. A large arched window in a white building. Photographer description: church window.,church window,a large arched window in a white building,,https://images.unsplash.com/photo-1713731547345-051e998008bd?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwxOHx8Q2xlcmVzdG9yeSUyMFdpbmRvd3MlMjBpbnRlcmlvcnxlbnwwfDB8fHwxNzYzNzY1MzM2fDA&ixlib=rb-4.1.0&q=80&w=1080,Haberdoedas II
8xI9WPCRmmQ.jpg,Clerestory Windows,An interior architectural photo of Clerestory Windows. A white building with two arched windows. Photographer description: Old arched windows.,Old arched windows,a white building with two arched windows,,https://images.unsplash.com/photo-1705020513792-fa15393f5854?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwxOXx8Q2xlcmVzdG9yeSUyMFdpbmRvd3MlMjBpbnRlcmlvcnxlbnwwfDB8fHwxNzYzNzY1MzM2fDA&ixlib=rb-4.1.0&q=80&w=1080,Roger Starnes Sr
cHrfrABUo20.jpg,Clerestory Windows,An interior architectural photo of Clerestory Windows. An open window in a stone building.,,an open window in a stone building,,https://images.unsplash.com/photo-1566843968431-2f2722e0d019?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwyMHx8Q2xlcmVzdG9yeSUyMFdpbmRvd3MlMjBpbnRlcmlvcnxlbnwwfDB8fHwxNzYzNzY1MzM2fDA&ixlib=rb-4.1.0&q=80&w=1080,william f. santos
nGmp1tqFWWY.jpg,Clerestory Windows,An interior architectural photo of Clerestory Windows. A window with a curtain in front of it.,,a window with a curtain in front of it,,https://images.unsplash.com/photo-1673778577496-27df3af6a61c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwyMXx8Q2xlcmVzdG9yeSUyMFdpbmRvd3MlMjBpbnRlcmlvcnxlbnwwfDB8fHwxNzYzNzY1MzM2fDA&ixlib=rb-4.1.0&q=80&w=1080,Guruprasath Chandrasekaran
cEwnNWkNSNE.jpg,Clerestory Windows,An interior architectural photo of Clerestory Windows. A room with a large stained glass window.,,A room with a large stained glass window,,https://images.unsplash.com/photo-1727722396722-552bf708d599?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwyMnx8Q2xlcmVzdG9yeSUyMFdpbmRvd3MlMjBpbnRlcmlvcnxlbnwwfDB8fHwxNzYzNzY1MzM2fDA&ixlib=rb-4.1.0&q=80&w=1080,Daria Chertkova
HeYcWAXdJBc.jpg,Clerestory Windows,An interior architectural photo of Clerestory Windows. A small window reveals bright light..,,A small window reveals bright light.,,https://images.unsplash.com/photo-1744696848527-da5c97230588?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwyM3x8Q2xlcmVzdG9yeSUyMFdpbmRvd3MlMjBpbnRlcmlvcnxlbnwwfDB8fHwxNzYzNzY1MzM2fDA&ixlib=rb-4.1.0&q=80&w=1080,Junipero Verbeke
dkvkWRVCLhY.jpg,Clerestory Windows,An interior architectural photo of Clerestory Windows. A brick wall with two windows and bars.,,a brick wall with two windows and bars,,https://images.unsplash.com/photo-1635599428873-04098705c336?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwyNnx8Q2xlcmVzdG9yeSUyMFdpbmRvd3MlMjBpbnRlcmlvcnxlbnwwfDB8fHwxNzYzNzY1MzM2fDA&ixlib=rb-4.1.0&q=80&w=1080,Kaffeebart
q4vY6x40EXA.jpg,Clerestory Windows,An interior architectural photo of Clerestory Windows. A large stone building with a very tall window.,,a large stone building with a very tall window,,https://images.unsplash.com/photo-1635201356713-f41e8ca5f9d5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwyN3x8Q2xlcmVzdG9yeSUyMFdpbmRvd3MlMjBpbnRlcmlvcnxlbnwwfDB8fHwxNzYzNzY1MzM2fDA&ixlib=rb-4.1.0&q=80&w=1080,Halanna Halila
RRi_dg-g_Ow.jpg,Clerestory Windows,An interior architectural photo of Clerestory Windows. Brown wooden framed glass window.,,brown wooden framed glass window,,https://images.unsplash.com/photo-1617178851535-bb6bc8546b90?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwyOHx8Q2xlcmVzdG9yeSUyMFdpbmRvd3MlMjBpbnRlcmlvcnxlbnwwfDB8fHwxNzYzNzY1MzM2fDA&ixlib=rb-4.1.0&q=80&w=1080,Soff Garavano Puw
g5TCVB4Yzsk.jpg,Clerestory Windows,An interior architectural photo of Clerestory Windows. A window with a metal grate on a stone wall..,,A window with a metal grate on a stone wall.,,https://images.unsplash.com/photo-1749068146108-3ea587a50f68?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwyOXx8Q2xlcmVzdG9yeSUyMFdpbmRvd3MlMjBpbnRlcmlvcnxlbnwwfDB8fHwxNzYzNzY1MzM2fDA&ixlib=rb-4.1.0&q=80&w=1080,Tanya Barrow
vK3BBXzPsgY.jpg,Clerestory Windows,"An interior architectural photo of Clerestory Windows. Gray concrete building. Photographer description: Stone wall and empty windows of a castle in Mumbles, Wales..","Stone wall and empty windows of a castle in Mumbles, Wales.",gray concrete building,,https://images.unsplash.com/photo-1565016877703-ed1c94777981?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwzMHx8Q2xlcmVzdG9yeSUyMFdpbmRvd3MlMjBpbnRlcmlvcnxlbnwwfDB8fHwxNzYzNzY1MzM2fDA&ixlib=rb-4.1.0&q=80&w=1080,Barb McMahon
naU8Oqle9J0.jpg,Clerestory Windows,An interior architectural photo of Clerestory Windows. A room with two open doors and a mailbox.,,a room with two open doors and a mailbox,,https://images.unsplash.com/photo-1684442610296-0dd7fae44a76?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwzMXx8Q2xlcmVzdG9yeSUyMFdpbmRvd3MlMjBpbnRlcmlvcnxlbnwwfDB8fHwxNzYzNzY1MzUyfDA&ixlib=rb-4.1.0&q=80&w=1080,Alice Kotlyarenko
5vsAyq65eak.jpg,Clerestory Windows,An interior architectural photo of Clerestory Windows. Two arched windows grace a red brick building..,,Two arched windows grace a red brick building.,,https://images.unsplash.com/photo-1746116075722-d8e186e21aa5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwzM3x8Q2xlcmVzdG9yeSUyMFdpbmRvd3MlMjBpbnRlcmlvcnxlbnwwfDB8fHwxNzYzNzY1MzUyfDA&ixlib=rb-4.1.0&q=80&w=1080,Vlad
SKwO7ZA8Jys.jpg,Clerestory Windows,An interior architectural photo of Clerestory Windows. A small window shines in a dark room..,,A small window shines in a dark room.,,https://images.unsplash.com/photo-1752051547236-49de85f2d1dd?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwzNHx8Q2xlcmVzdG9yeSUyMFdpbmRvd3MlMjBpbnRlcmlvcnxlbnwwfDB8fHwxNzYzNzY1MzUyfDA&ixlib=rb-4.1.0&q=80&w=1080,Tanya Barrow
vg8VESoElFc.jpg,Clerestory Windows,An interior architectural photo of Clerestory Windows. A room that has some windows in it. Photographer description: Let the light in..,Let the light in.,a room that has some windows in it,,https://images.unsplash.com/photo-1646186068664-ebfb99057ca3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwzNXx8Q2xlcmVzdG9yeSUyMFdpbmRvd3MlMjBpbnRlcmlvcnxlbnwwfDB8fHwxNzYzNzY1MzUyfDA&ixlib=rb-4.1.0&q=80&w=1080,Hannah Smith
sCiJ9YFaMiM.jpg,Clerestory Windows,An interior architectural photo of Clerestory Windows. Brown and white concrete building.,,brown and white concrete building,,https://images.unsplash.com/photo-1593519669068-42ef1d3fce11?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwzN3x8Q2xlcmVzdG9yeSUyMFdpbmRvd3MlMjBpbnRlcmlvcnxlbnwwfDB8fHwxNzYzNzY1MzUyfDA&ixlib=rb-4.1.0&q=80&w=1080,Margaret Polinder
nhRgPdIaUYc.jpg,Skylight,An interior architectural photo of Skylight. A planter filled with flowers sitting on the side of a building. Photographer description: Plants next to glass guardrail.,Plants next to glass guardrail,a planter filled with flowers sitting on the side of a building,,https://images.unsplash.com/photo-1707301452501-224763485ac3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwxfHxTa3lsaWdodCUyMGludGVyaW9yfGVufDB8MHx8fDE3NjM3NjUzNTV8MA&ixlib=rb-4.1.0&q=80&w=1080,Declan Sun
0AQNmhqlSB0.jpg,Skylight,An interior architectural photo of Skylight. A circular window in a building with a skylight.,,A circular window in a building with a skylight,,https://images.unsplash.com/photo-1723941073018-a1bd5fdab9b1?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHwzfHxTa3lsaWdodCUyMGludGVyaW9yfGVufDB8MHx8fDE3NjM3NjUzNTV8MA&ixlib=rb-4.1.0&q=80&w=1080,Declan Sun
4WNrIrptzfA.jpg,Skylight,An interior architectural photo of Skylight. A building with a glass roof and a clock. Photographer description: Arched Windows on Ceiling Skylight.,Arched Windows on Ceiling Skylight,a building with a glass roof and a clock,,https://images.unsplash.com/photo-1634525950008-cc51231cd098?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHw0fHxTa3lsaWdodCUyMGludGVyaW9yfGVufDB8MHx8fDE3NjM3NjUzNTV8MA&ixlib=rb-4.1.0&q=80&w=1080,Crystal Jo
MdLmO64BdKE.jpg,Skylight,An interior architectural photo of Skylight. A tall building with a skylight inside of it. Photographer description: A building with skylights and voids inside.,A building with skylights and voids inside,a tall building with a skylight inside of it,,https://images.unsplash.com/photo-1700308234354-0076ed2b310d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHw1fHxTa3lsaWdodCUyMGludGVyaW9yfGVufDB8MHx8fDE3NjM3NjUzNTV8MA&ixlib=rb-4.1.0&q=80&w=1080,Declan Sun
DOhqqzQhbVE.jpg,Skylight,An interior architectural photo of Skylight. The ceiling of a building with a circular window.,,The ceiling of a building with a circular window,,https://images.unsplash.com/photo-1723941075935-ef8cf868cd64?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHw2fHxTa3lsaWdodCUyMGludGVyaW9yfGVufDB8MHx8fDE3NjM3NjUzNTV8MA&ixlib=rb-4.1.0&q=80&w=1080,Declan Sun
mlyBlneqA3A.jpg,Skylight,An interior architectural photo of Skylight. Modern sculpture hangs from a ceiling..,,Modern sculpture hangs from a ceiling.,,https://images.unsplash.com/photo-1754390755401-bfedaeb8d006?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHw4fHxTa3lsaWdodCUyMGludGVyaW9yfGVufDB8MHx8fDE3NjM3NjUzNTV8MA&ixlib=rb-4.1.0&q=80&w=1080,Declan Sun
ymnLPPVcFKk.jpg,Skylight,An interior architectural photo of Skylight. A curved metal wall with a clock on it. Photographer description: a curved wall and skylight.,a curved wall and skylight,a curved metal wall with a clock on it,,https://images.unsplash.com/photo-1700308232131-3cc14ad8c2b1?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjc3NjN8MHwxfHNlYXJjaHw5fHxTa3lsaWdodCUyMGludGVyaW9yfGVufDB8MHx8fDE3NjM3NjUzNTV8MA&ixlib=rb-4.1.0&q=80&w=1080,Declan Sun
